2023-02-10 14:24:21,843: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,843: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,857: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,866: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,873: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,873: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,889: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,889: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,889: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,905: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,905: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,920: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,920: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,936: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,936: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,952: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,952: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,967: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,967: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,983: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:21,983: Mouse scrolled at (720, 793)(0, -1)
2023-02-10 14:24:27,015: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,023: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,030: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,037: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,046: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,052: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,059: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,066: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,074: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,081: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,088: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,095: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,102: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,111: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,132: Mouse scrolled at (360, 604)(0, -1)
2023-02-10 14:24:27,139: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,169: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,184: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,200: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,215: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,231: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,247: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,263: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,279: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,294: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,310: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,326: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,475: Mouse scrolled at (360, 604)(0, 1)
2023-02-10 14:24:27,482: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,490: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,497: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,504: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,512: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,519: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,526: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,533: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,541: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,548: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,555: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:27,562: Mouse scrolled at (360, 604)(0, 0)
2023-02-10 14:24:33,113: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,121: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,129: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,136: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,143: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,151: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,157: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,164: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,172: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,180: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,188: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,194: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,202: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,209: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,216: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,223: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,230: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,238: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,245: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,253: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,260: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,267: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:33,274: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,845: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,852: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,860: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,867: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,874: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,882: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,889: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,896: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,903: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,910: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,917: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,925: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,932: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,940: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,947: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,954: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,961: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:34,998: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,007: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,029: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,045: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,061: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,517: Mouse scrolled at (291, 391)(0, 1)
2023-02-10 14:24:35,525: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,532: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,539: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,547: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,554: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,563: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,569: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,576: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,583: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,589: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,596: Mouse scrolled at (291, 391)(0, 0)
2023-02-10 14:24:35,912: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,919: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,927: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,934: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,941: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,948: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,955: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,963: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,970: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,977: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:35,984: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:36,016: Mouse scrolled at (291, 391)(0, -1)
2023-02-10 14:24:36,031: Mouse scrolled at (291, 391)(0, -1)
